0,44,13,13,6,42,50,8,47,2,15,32,14,1
44,0,16,10,42,17,40,23,50,4,26,16,30,36
13,16,0,15,10,34,48,21,47,16,15,21,36,9
13,10,15,0,24,16,14,20,14,28,7,50,29,1
6,42,10,24,0,17,35,23,47,26,28,30,48,23
42,17,34,16,17,0,48,21,35,28,10,5,2,41
50,40,48,14,35,48,0,22,36,3,26,10,10,18
8,23,21,20,23,21,22,0,16,32,32,48,48,18
47,50,47,14,47,35,36,16,0,37,35,8,28,16
2,4,16,28,26,28,3,32,37,0,13,12,24,19
15,26,15,7,28,10,26,32,35,13,0,28,45,26
32,16,21,50,30,5,10,48,8,12,28,0,17,35
14,30,36,29,48,2,10,48,28,24,45,17,0,41
1,36,9,1,23,41,18,18,16,19,26,35,41,0
