0,24,22,11,15,48,32,17,9,38,28,30,30,3
24,0,36,2,17,11,48,42,13,50,24,10,27,31
22,36,0,29,4,43,21,19,2,3,47,27,44,45
11,2,29,0,35,30,40,16,34,13,2,27,50,1
15,17,4,35,0,44,18,8,50,45,6,8,10,27
48,11,43,30,44,0,26,36,8,28,38,33,18,16
32,48,21,40,18,26,0,23,46,22,42,20,8,43
17,42,19,16,8,36,23,0,8,35,5,20,4,3
9,13,2,34,50,8,46,8,0,45,24,37,28,3
38,50,3,13,45,28,22,35,45,0,48,45,34,34
28,24,47,2,6,38,42,5,24,48,0,25,27,23
30,10,27,27,8,33,20,20,37,45,25,0,43,47
30,27,44,50,10,18,8,4,28,34,27,43,0,39
3,31,45,1,27,16,43,3,3,34,23,47,39,0
