0,24,19,24,43,22,19,38,29,14,39,13,10,20
42,0,11,16,35,12,44,50,25,3,44,48,29,18
23,34,0,21,30,27,17,25,14,30,14,15,5,9
2,37,31,0,22,49,9,43,17,26,47,13,47,43
19,1,49,34,0,49,24,33,18,44,41,15,38,2
46,37,8,43,15,0,9,18,14,50,4,22,10,16
40,49,21,30,21,11,0,24,3,44,44,12,29,40
43,12,42,50,37,28,41,0,9,48,38,28,49,32
4,11,1,39,44,12,30,11,0,47,20,6,30,39
24,35,12,8,15,10,9,1,26,0,32,38,49,4
50,34,44,14,13,47,20,28,8,31,0,23,42,39
15,30,13,28,45,40,8,15,5,25,26,0,47,23
14,35,18,8,9,35,27,2,3,9,37,49,0,22
16,1,34,19,20,16,21,18,44,7,29,17,45,0
