0,38,29,26,33,36,11,47,10,39,1,33,50,36,21,3,13,33
33,0,28,48,33,11,15,29,31,19,21,23,4,29,22,43,18,5
49,31,0,15,17,42,29,40,35,3,11,9,3,49,39,46,19,6
12,33,36,0,12,7,38,18,36,31,32,2,49,43,38,3,11,36
33,44,38,49,0,4,31,41,39,14,19,9,29,47,34,40,48,9
3,9,13,39,23,0,14,12,15,45,16,43,49,21,40,34,25,28
8,14,15,34,9,16,0,30,14,28,48,47,19,14,30,16,46,49
43,27,31,44,35,24,28,0,43,38,19,24,35,19,22,21,14,43
23,1,40,15,18,30,7,26,0,22,40,41,29,41,5,48,14,29
15,15,21,32,6,33,23,27,12,0,33,6,39,3,25,40,25,11
17,35,30,18,48,50,22,38,2,24,0,14,24,49,34,45,33,10
31,29,6,50,38,17,50,21,48,10,2,0,8,35,16,19,40,34
19,42,42,19,3,33,21,25,10,3,18,26,0,13,9,19,47,33
8,24,14,18,5,32,34,32,39,12,9,38,10,0,27,33,41,23
42,8,50,2,29,45,23,14,2,30,40,31,34,16,0,42,44,16
50,48,17,12,29,18,16,23,16,3,44,25,33,44,22,0,37,49
41,17,12,25,40,50,5,14,18,35,44,8,13,12,19,5,0,11
25,36,12,34,20,49,5,45,45,32,3,45,27,40,34,8,13,0
