0,33,44,50,28,23,32,14,3,46,43,50,33,29,19,34,35,24
16,0,34,27,26,5,27,39,4,46,49,48,34,26,48,27,38,23
14,2,0,1,2,38,5,38,40,39,38,2,18,47,33,6,48,42
15,20,43,0,38,39,18,38,36,2,40,5,17,23,28,7,49,9
38,12,12,43,0,45,27,16,9,3,48,4,33,2,39,4,27,37
47,37,49,23,47,0,26,26,16,10,11,2,50,42,30,20,48,46
31,21,10,11,32,8,0,29,41,34,20,39,29,32,41,49,17,21
45,17,16,37,29,26,28,0,25,34,47,14,32,40,20,35,3,27
17,10,17,39,18,5,40,9,0,4,44,18,33,11,43,10,30,5
22,36,48,12,7,45,15,7,13,0,42,49,32,21,14,30,49,6
27,26,47,40,15,50,50,44,11,38,0,43,29,14,32,41,49,46
14,3,43,41,7,25,45,21,21,47,43,0,10,5,28,46,25,12
28,45,2,28,35,16,11,11,47,17,22,7,0,4,29,27,19,27
27,36,30,25,39,5,3,7,1,3,41,8,49,0,39,43,5,10
15,33,47,23,35,14,23,49,34,41,27,3,42,44,0,25,37,29
7,5,12,41,24,22,47,42,40,14,23,17,16,47,32,0,2,39
22,6,30,4,42,16,27,3,5,16,11,21,48,15,27,31,0,38
33,13,45,50,46,4,16,27,9,42,40,45,14,32,6,23,41,0
