0,21,28,1,17,20,47,28,40,13,39,14,23,2,40
21,0,23,22,7,27,32,27,4,14,18,15,8,24,29
28,23,0,27,3,13,21,34,50,18,11,5,24,11,8
1,22,27,0,49,24,7,2,5,3,42,3,27,35,20
17,7,3,49,0,32,5,13,47,50,17,19,21,21,2
20,27,13,24,32,0,9,43,43,35,34,5,36,15,17
47,32,21,7,5,9,0,16,1,9,26,39,16,41,19
28,27,34,2,13,43,16,0,39,11,12,22,27,1,17
40,4,50,5,47,43,1,39,0,1,43,2,7,34,16
13,14,18,3,50,35,9,11,1,0,22,46,36,40,15
39,18,11,42,17,34,26,12,43,22,0,38,34,47,18
14,15,5,3,19,5,39,22,2,46,38,0,45,30,17
23,8,24,27,21,36,16,27,7,36,34,45,0,31,5
2,24,11,35,21,15,41,1,34,40,47,30,31,0,20
40,29,8,20,2,17,19,17,16,15,18,17,5,20,0
