0,5,48,50,1,11,15,8,35,25,13,40,12,1,19,1,3,33,47
43,0,11,8,12,18,40,29,44,16,19,23,43,7,20,27,29,42,18
6,14,0,19,43,40,25,32,23,14,42,38,49,19,11,3,7,23,11
33,23,44,0,43,33,28,31,11,50,44,46,2,10,44,28,11,36,27
15,17,11,5,0,5,3,12,48,4,15,38,30,19,42,11,16,28,19
30,49,29,38,36,0,19,33,28,22,13,14,49,15,40,14,14,12,27
31,10,37,48,7,41,0,10,33,41,47,29,2,32,5,36,50,37,1
3,34,8,42,13,2,14,0,11,12,11,35,10,3,5,2,1,47,30
49,23,31,48,2,15,13,16,0,12,24,36,34,13,25,39,26,38,12
48,50,45,25,42,22,44,7,46,0,3,9,17,1,26,12,41,27,25
45,1,20,38,39,7,37,21,6,12,0,23,48,36,22,23,25,10,22
26,37,17,23,29,17,50,39,17,22,35,0,38,11,34,21,2,13,44
5,9,8,34,33,16,50,20,27,11,5,46,0,10,38,44,41,13,8
24,48,45,2,39,30,19,9,14,47,39,41,24,0,31,49,32,36,2
3,25,2,38,6,5,7,2,9,21,5,2,35,16,0,1,7,47,9
18,19,14,29,16,36,20,23,17,2,33,22,28,18,1,0,17,27,38
37,47,4,2,4,38,24,20,8,7,46,40,10,31,16,16,0,40,38
30,32,23,15,21,34,47,37,18,6,44,8,29,39,23,20,31,0,50
22,13,8,40,10,3,7,18,47,38,39,35,3,6,45,45,11,23,0
