0,3,19,46,12,39,26,10,35,33,23,42,30,40,31,29,12
3,0,46,44,42,44,25,15,7,48,26,45,35,30,40,16,7
31,9,0,13,25,46,38,36,44,16,3,18,4,13,10,38,3
26,43,10,0,24,2,18,15,27,5,49,1,27,7,28,30,2
39,8,32,23,0,25,46,4,44,35,12,50,42,42,32,4,37
46,8,26,7,10,0,8,26,12,44,23,27,12,20,7,20,19
25,22,26,19,3,3,0,47,24,21,21,23,32,37,49,19,46
12,15,19,5,50,11,28,0,46,34,39,36,40,34,26,39,8
1,30,22,7,8,10,4,1,0,39,19,49,48,10,34,23,43
31,37,31,8,28,16,34,8,47,0,34,48,6,22,32,45,10
47,17,48,1,15,29,1,6,9,7,0,49,47,23,9,22,15
28,5,14,30,50,20,4,12,34,34,8,0,2,14,18,44,9
48,48,8,23,14,33,33,30,46,50,17,8,0,16,34,28,46
45,12,45,5,9,19,35,37,1,29,42,19,32,0,38,47,32
47,44,44,21,16,11,45,35,14,26,39,39,29,13,0,39,30
29,16,12,8,46,43,5,21,4,35,13,44,50,42,38,0,22
30,9,39,1,34,42,11,16,45,10,25,30,49,5,50,34,0
