0,13,47,20,30,43,8,17,3,22,22,22,9,12,4,26
13,0,11,5,7,14,34,9,26,6,33,31,40,34,24,32
47,11,0,32,4,2,10,21,15,34,12,20,24,24,8,19
20,5,32,0,37,16,21,41,16,42,50,46,7,22,17,15
30,7,4,37,0,42,17,9,21,46,14,8,11,25,10,6
43,14,2,16,42,0,47,8,29,35,23,45,44,15,7,20
8,34,10,21,17,47,0,44,31,27,48,49,2,11,15,3
17,9,21,41,9,8,44,0,11,33,14,32,16,50,6,22
3,26,15,16,21,29,31,11,0,33,45,4,19,8,31,40
22,6,34,42,46,35,27,33,33,0,46,17,19,15,35,2
22,33,12,50,14,23,48,14,45,46,0,25,11,24,1,31
22,31,20,46,8,45,49,32,4,17,25,0,13,43,23,14
9,40,24,7,11,44,2,16,19,19,11,13,0,36,18,11
12,34,24,22,25,15,11,50,8,15,24,43,36,0,40,16
4,24,8,17,10,7,15,6,31,35,1,23,18,40,0,46
26,32,19,15,6,20,3,22,40,2,31,14,11,16,46,0
