0,43,46,6,17,1,25,33,1,47,26,19,7,50,23,36,24,5
27,0,21,7,14,7,42,32,29,41,14,11,17,6,25,40,2,39
4,39,0,22,3,7,16,25,9,13,9,8,45,2,45,16,2,45
35,24,18,0,29,30,38,28,42,10,10,5,38,30,46,42,32,36
7,32,42,8,0,1,50,45,26,35,40,6,1,40,29,10,48,36
10,13,4,45,50,0,9,20,37,48,28,30,16,8,19,34,18,46
49,16,39,24,48,35,0,23,14,44,37,34,12,26,16,11,12,49
7,47,33,17,8,23,8,0,20,5,27,19,23,39,26,49,17,35
2,1,43,1,3,22,23,36,0,28,6,26,14,2,28,2,38,7
5,18,47,13,8,36,47,4,17,0,2,4,38,20,23,38,17,49
6,29,16,33,37,17,19,31,48,34,0,27,45,17,16,19,27,31
33,12,23,3,15,11,34,25,22,39,28,0,11,40,41,40,49,29
3,35,11,18,26,40,46,15,50,33,5,34,0,38,30,14,15,16
28,36,42,23,33,24,14,21,17,25,4,15,26,0,23,29,19,19
46,26,26,26,17,43,16,13,36,28,25,34,16,42,0,34,29,37
26,36,11,30,3,33,9,7,9,41,23,27,16,24,7,0,22,12
16,8,29,1,10,47,29,46,5,21,12,45,3,6,41,4,0,4
27,39,30,20,7,49,29,4,43,20,22,14,50,8,28,39,49,0
