0,27,19,39,26,49,1,26,30,34,39,35,43,13,48,17,40,16
27,0,29,20,10,50,45,26,15,35,36,31,44,9,36,39,17,27
19,29,0,15,17,46,18,26,47,40,32,17,18,39,25,27,30,11
39,20,15,0,50,6,24,15,39,24,15,21,42,15,33,50,46,26
26,10,17,50,0,24,37,44,46,36,46,15,48,7,25,34,30,46
49,50,46,6,24,0,1,41,44,48,46,35,41,28,45,7,23,7
1,45,18,24,37,1,0,46,21,14,34,24,10,25,14,19,36,12
26,26,26,15,44,41,46,0,12,39,38,47,41,34,1,33,21,47
30,15,47,39,46,44,21,12,0,2,39,44,17,48,46,36,22,11
34,35,40,24,36,48,14,39,2,0,26,39,4,11,11,30,25,36
39,36,32,15,46,46,34,38,39,26,0,2,11,37,48,27,8,32
35,31,17,21,15,35,24,47,44,39,2,0,47,5,15,6,4,3
43,44,18,42,48,41,10,41,17,4,11,47,0,26,44,3,25,18
13,9,39,15,7,28,25,34,48,11,37,5,26,0,13,38,21,18
48,36,25,33,25,45,14,1,46,11,48,15,44,13,0,45,17,21
17,39,27,50,34,7,19,33,36,30,27,6,3,38,45,0,23,8
40,17,30,46,30,23,36,21,22,25,8,4,25,21,17,23,0,11
16,27,11,26,46,7,12,47,11,36,32,3,18,18,21,8,11,0
