0,45,40,22,4,22,22,11,35,3,35,33,47,35,10,41,6,31,37
45,0,16,14,35,12,40,25,37,44,12,5,17,14,47,37,44,47,4
40,16,0,24,24,20,20,1,26,36,4,21,9,27,1,20,30,8,43
22,14,24,0,29,31,19,26,36,37,3,15,29,44,3,1,45,46,9
4,35,24,29,0,36,49,28,49,17,41,38,11,9,27,29,29,24,35
22,12,20,31,36,0,43,21,49,12,32,44,27,28,40,6,36,15,11
22,40,20,19,49,43,0,29,5,3,13,12,30,25,34,4,10,13,24
11,25,1,26,28,21,29,0,24,1,33,19,31,20,14,35,31,47,10
35,37,26,36,49,49,5,24,0,35,43,44,27,41,29,26,3,46,50
3,44,36,37,17,12,3,1,35,0,2,14,13,22,28,32,14,35,50
35,12,4,3,41,32,13,33,43,2,0,32,20,30,3,12,7,45,24
33,5,21,15,38,44,12,19,44,14,32,0,24,33,44,18,37,10,36
47,17,9,29,11,27,30,31,27,13,20,24,0,18,9,15,18,43,41
35,14,27,44,9,28,25,20,41,22,30,33,18,0,34,40,37,10,31
10,47,1,3,27,40,34,14,29,28,3,44,9,34,0,10,42,34,13
41,37,20,1,29,6,4,35,26,32,12,18,15,40,10,0,25,33,6
6,44,30,45,29,36,10,31,3,14,7,37,18,37,42,25,0,22,21
31,47,8,46,24,15,13,47,46,35,45,10,43,10,34,33,22,0,30
37,4,43,9,35,11,24,10,50,50,24,36,41,31,13,6,21,30,0
