0,41,10,15,42,49,48,18,6,6,25,25,9,14,22,33,16
38,0,1,18,13,32,41,23,27,33,48,15,33,47,41,6,24
12,2,0,29,21,46,13,18,43,8,16,26,23,28,48,11,32
13,48,7,0,12,15,24,40,3,15,17,12,6,20,14,22,10
43,5,32,14,0,13,50,31,35,19,6,8,49,39,36,26,44
36,3,17,20,41,0,44,36,4,10,28,44,1,50,24,32,32
29,33,26,50,6,32,0,11,6,35,24,36,13,11,42,27,21
45,27,6,11,7,19,35,0,40,34,8,19,4,1,31,29,1
45,12,33,20,38,8,6,12,0,8,7,24,10,13,25,14,13
48,47,37,17,33,35,7,23,49,0,7,33,39,38,30,22,22
20,1,6,22,22,12,5,22,35,11,0,46,4,37,38,23,11
35,38,29,22,21,13,40,20,45,36,43,0,50,42,26,6,34
33,37,10,14,36,30,41,35,39,27,22,14,0,18,15,5,29
39,48,30,46,6,12,20,42,31,42,45,14,42,0,42,22,45
8,4,41,30,31,15,43,32,43,39,29,19,27,9,0,14,30
29,40,1,29,3,50,28,21,9,3,21,15,9,9,9,0,18
24,34,7,41,35,38,45,26,36,6,34,1,5,10,37,7,0
