0,28,32,17,24,34,48,23,14,25,16,25,49,24,20,45,48,27,14
27,0,1,47,18,49,13,37,14,26,35,49,14,43,23,34,44,50,40
13,50,0,5,11,43,11,29,44,9,33,49,23,39,17,12,27,13,14
42,4,31,0,41,14,50,42,39,1,22,13,29,5,38,6,17,22,9
36,30,33,22,0,21,3,24,14,21,29,25,7,19,41,10,46,17,18
47,18,5,6,15,0,36,10,9,10,11,48,22,18,11,9,15,30,42
23,48,31,11,30,11,0,22,12,34,34,32,1,28,27,34,38,33,2
49,4,7,23,17,14,14,0,22,40,20,11,10,4,15,11,46,34,11
24,1,12,47,34,14,25,47,0,27,4,10,42,43,30,26,43,34,32
49,47,13,20,23,14,22,23,9,0,33,32,19,5,41,41,21,15,5
36,11,23,24,4,2,25,12,18,20,0,43,2,17,30,7,11,7,6
1,30,9,38,36,35,47,27,34,12,1,0,41,37,22,15,12,21,25
3,15,45,47,49,23,35,8,9,2,12,43,0,1,23,34,39,31,1
22,31,39,1,6,9,26,30,1,31,14,48,3,0,25,34,27,32,4
33,50,18,33,46,23,47,47,23,36,36,11,8,1,0,29,23,6,13
30,48,17,42,41,14,47,40,12,28,9,37,6,6,15,0,41,34,36
38,29,11,3,43,15,46,27,27,32,2,28,24,7,24,12,0,36,21
43,10,24,16,16,20,33,15,7,36,37,17,7,46,26,18,2,0,44
8,33,23,38,10,50,16,15,12,13,39,9,47,8,11,24,4,25,0
