0,17,21,5,29,8,7,2,3,1,6,26,8,3,32
40,0,43,25,22,26,4,42,12,20,28,5,34,3,4
3,33,0,14,22,34,26,6,27,41,29,3,19,47,46
17,48,31,0,26,40,18,43,31,3,11,19,21,45,28
14,38,43,39,0,45,2,11,30,42,27,43,29,23,7
10,26,24,17,8,0,3,46,10,17,26,16,44,47,12
1,12,3,1,25,23,0,50,30,17,15,40,4,43,2
37,43,25,15,15,12,10,0,34,40,37,42,19,10,22
3,40,39,36,3,18,20,44,0,43,18,50,5,2,4
18,18,20,9,46,12,29,49,48,0,18,14,3,5,34
19,5,2,31,18,13,27,10,36,26,0,39,16,5,38
35,2,22,17,8,38,47,26,2,36,28,0,41,50,48
44,32,34,4,13,28,33,43,5,24,5,9,0,43,36
9,4,27,48,21,11,30,30,13,22,8,47,5,0,30
3,23,5,27,23,19,18,23,3,3,36,19,2,34,0
