0,2,32,40,48,18,46,40,5,16,17,11,49,45,38,9,26,1
2,0,26,41,14,2,26,24,45,49,23,20,48,6,33,4,47,12
32,26,0,49,3,9,50,33,2,29,46,21,21,19,27,18,32,8
40,41,49,0,15,24,37,26,24,23,34,50,12,19,48,45,46,7
48,14,3,15,0,4,6,18,27,16,21,49,10,28,14,18,10,34
18,2,9,24,4,0,46,40,44,6,10,47,15,29,23,23,33,21
46,26,50,37,6,46,0,19,15,22,34,29,15,50,20,34,4,7
40,24,33,26,18,40,19,0,5,30,15,14,19,11,6,4,41,10
5,45,2,24,27,44,15,5,0,10,47,29,30,9,5,14,11,39
16,49,29,23,16,6,22,30,10,0,43,29,22,47,45,38,18,1
17,23,46,34,21,10,34,15,47,43,0,50,50,15,4,28,45,49
11,20,21,50,49,47,29,14,29,29,50,0,23,13,31,42,36,29
49,48,21,12,10,15,15,19,30,22,50,23,0,20,5,33,25,36
45,6,19,19,28,29,50,11,9,47,15,13,20,0,42,44,21,27
38,33,27,48,14,23,20,6,5,45,4,31,5,42,0,12,29,8
9,4,18,45,18,23,34,4,14,38,28,42,33,44,12,0,16,2
26,47,32,46,10,33,4,41,11,18,45,36,25,21,29,16,0,6
1,12,8,7,34,21,7,10,39,1,49,29,36,27,8,2,6,0
