0,27,18,31,23,35,39,14,27,19,31,22,15,12,21
27,0,33,10,2,15,10,10,8,27,12,13,4,35,50
18,33,0,49,18,18,46,26,26,14,17,5,20,35,7
31,10,49,0,49,27,40,11,33,6,27,38,37,16,33
23,2,18,49,0,45,33,42,48,38,9,44,1,15,3
35,15,18,27,45,0,12,33,36,4,24,2,16,10,48
39,10,46,40,33,12,0,17,43,32,6,39,15,39,23
14,10,26,11,42,33,17,0,47,33,50,28,16,34,3
27,8,26,33,48,36,43,47,0,41,4,35,27,17,15
19,27,14,6,38,4,32,33,41,0,7,39,34,21,29
31,12,17,27,9,24,6,50,4,7,0,38,40,36,39
22,13,5,38,44,2,39,28,35,39,38,0,25,42,41
15,4,20,37,1,16,15,16,27,34,40,25,0,9,1
12,35,35,16,15,10,39,34,17,21,36,42,9,0,49
21,50,7,33,3,48,23,3,15,29,39,41,1,49,0
