0,33,50,30,19,37,1,8,3,13,30,45,19,35,49
33,0,40,26,12,13,31,20,19,28,18,19,3,11,14
50,40,0,31,30,20,29,16,28,26,40,46,15,44,20
30,26,31,0,29,32,48,47,22,14,31,9,15,14,33
19,12,30,29,0,11,36,18,4,16,5,41,3,36,19
37,13,20,32,11,0,18,16,10,40,6,21,5,39,49
1,31,29,48,36,18,0,48,31,36,7,35,47,43,38
8,20,16,47,18,16,48,0,38,10,43,19,45,26,33
3,19,28,22,4,10,31,38,0,27,4,29,46,49,40
13,28,26,14,16,40,36,10,27,0,6,49,9,9,34
30,18,40,31,5,6,7,43,4,6,0,25,36,15,6
45,19,46,9,41,21,35,19,29,49,25,0,22,26,28
19,3,15,15,3,5,47,45,46,9,36,22,0,42,7
35,11,44,14,36,39,43,26,49,9,15,26,42,0,9
49,14,20,33,19,49,38,33,40,34,6,28,7,9,0
