0,47,49,47,2,41,1,11,46,4,5,31,21,47,42,19,24,15,32
47,0,14,24,39,1,44,47,40,26,30,5,49,27,41,8,11,19,9
49,14,0,25,24,10,44,44,49,22,34,33,33,13,47,18,33,4,46
47,24,25,0,10,8,30,48,45,4,35,28,32,26,21,24,10,49,34
2,39,24,10,0,21,35,23,6,21,38,31,41,33,1,30,29,13,36
41,1,10,8,21,0,15,8,2,37,26,32,22,1,27,11,45,42,9
1,44,44,30,35,15,0,18,46,24,37,9,49,27,11,5,18,23,48
11,47,44,48,23,8,18,0,37,36,25,33,4,17,1,29,40,24,48
46,40,49,45,6,2,46,37,0,14,24,41,12,38,42,29,43,44,42
4,26,22,4,21,37,24,36,14,0,24,29,20,47,45,16,34,28,43
5,30,34,35,38,26,37,25,24,24,0,43,4,11,9,25,17,24,10
31,5,33,28,31,32,9,33,41,29,43,0,7,25,43,47,48,25,9
21,49,33,32,41,22,49,4,12,20,4,7,0,13,41,45,11,33,5
47,27,13,26,33,1,27,17,38,47,11,25,13,0,8,14,49,30,19
42,41,47,21,1,27,11,1,42,45,9,43,41,8,0,36,34,28,24
19,8,18,24,30,11,5,29,29,16,25,47,45,14,36,0,35,30,48
24,11,33,10,29,45,18,40,43,34,17,48,11,49,34,35,0,47,24
15,19,4,49,13,42,23,24,44,28,24,25,33,30,28,30,47,0,19
32,9,46,34,36,9,48,48,42,43,10,9,5,19,24,48,24,19,0
