0,31,49,4,42,5,23,45,42,37,27,29,6,50,46,4
31,0,41,33,36,12,2,9,47,27,21,36,48,47,11,14
49,41,0,15,23,48,23,1,22,16,27,39,4,48,34,17
4,33,15,0,44,22,6,37,3,33,41,44,27,28,46,22
42,36,23,44,0,21,31,1,31,40,5,48,13,36,11,42
5,12,48,22,21,0,49,35,37,21,22,8,34,28,2,6
23,2,23,6,31,49,0,5,16,44,8,39,12,29,6,47
45,9,1,37,1,35,5,0,8,45,11,44,34,45,15,21
42,47,22,3,31,37,16,8,0,49,44,15,27,2,20,42
37,27,16,33,40,21,44,45,49,0,23,1,48,37,38,42
27,21,27,41,5,22,8,11,44,23,0,22,5,10,20,50
29,36,39,44,48,8,39,44,15,1,22,0,2,11,18,23
6,48,4,27,13,34,12,34,27,48,5,2,0,15,23,39
50,47,48,28,36,28,29,45,2,37,10,11,15,0,10,30
46,11,34,46,11,2,6,15,20,38,20,18,23,10,0,22
4,14,17,22,42,6,47,21,42,42,50,23,39,30,22,0
