0,25,33,21,38,42,40,39,5,22,47,3,47,19
25,0,38,24,39,31,46,8,36,24,4,23,16,47
33,38,0,13,33,44,23,46,8,38,40,22,36,33
21,24,13,0,35,43,11,6,16,15,7,21,50,6
38,39,33,35,0,25,36,50,45,43,32,8,24,4
42,31,44,43,25,0,26,28,28,11,7,16,16,26
40,46,23,11,36,26,0,40,42,27,33,9,14,1
39,8,46,6,50,28,40,0,49,18,12,24,25,37
5,36,8,16,45,28,42,49,0,38,45,49,8,24
22,24,38,15,43,11,27,18,38,0,8,35,33,34
47,4,40,7,32,7,33,12,45,8,0,10,46,12
3,23,22,21,8,16,9,24,49,35,10,0,14,36
47,16,36,50,24,16,14,25,8,33,46,14,0,49
19,47,33,6,4,26,1,37,24,34,12,36,49,0
