0,36,7,17,2,32,1,27,17,1,28,25,20,4,5,40,33
36,0,40,2,34,11,4,26,4,28,13,43,24,28,9,10,18
7,40,0,14,47,34,9,19,32,25,9,19,45,17,9,47,43
17,2,14,0,22,34,36,31,2,45,41,5,34,16,50,18,44
2,34,47,22,0,34,12,10,21,47,3,7,42,13,19,18,35
32,11,34,34,34,0,42,20,34,20,44,26,15,40,26,47,21
1,4,9,36,12,42,0,42,8,43,8,47,39,41,38,17,1
27,26,19,31,10,20,42,0,36,1,11,18,49,44,28,6,12
17,4,32,2,21,34,8,36,0,43,33,24,24,44,39,24,7
1,28,25,45,47,20,43,1,43,0,42,21,15,12,43,36,34
28,13,9,41,3,44,8,11,33,42,0,10,46,8,36,23,23
25,43,19,5,7,26,47,18,24,21,10,0,12,43,2,6,9
20,24,45,34,42,15,39,49,24,15,46,12,0,20,22,12,45
4,28,17,16,13,40,41,44,44,12,8,43,20,0,17,44,22
5,9,9,50,19,26,38,28,39,43,36,2,22,17,0,26,34
40,10,47,18,18,47,17,6,24,36,23,6,12,44,26,0,39
33,18,43,44,35,21,1,12,7,34,23,9,45,22,34,39,0
