0,32,23,31,49,35,43,2,2,19,49,41,39,47
18,0,15,12,4,12,9,30,26,50,42,39,13,1
24,22,0,41,45,7,35,36,44,6,16,15,49,31
35,49,39,0,28,26,15,34,39,25,26,29,32,31
2,24,35,18,0,26,5,47,44,28,44,12,38,41
15,6,49,17,35,0,50,2,22,25,41,20,25,18
1,40,25,13,32,30,0,49,41,38,3,42,34,46
47,4,50,37,42,21,5,0,40,16,44,9,5,36
13,23,47,44,12,24,45,34,0,3,39,1,23,35
35,25,31,18,17,20,16,36,17,0,36,7,35,18
5,46,21,18,35,11,9,43,17,25,0,2,18,23
43,49,36,37,35,19,23,21,6,23,13,0,28,18
12,1,23,13,44,26,41,30,44,33,35,30,0,6
48,30,49,4,32,5,17,8,41,26,7,41,38,0
