0,3,14,19,7,14,6,2,20,15,8,22,26,35,12,4,29,9
3,0,36,30,27,8,50,31,13,40,30,37,45,7,25,11,26,23
14,36,0,20,33,23,27,35,19,27,4,11,8,35,18,32,47,19
19,30,20,0,36,12,47,32,5,26,35,33,6,48,29,34,1,23
7,27,33,36,0,19,24,30,45,6,50,6,35,7,21,41,4,26
14,8,23,12,19,0,9,29,16,4,31,29,43,41,37,9,39,14
6,50,27,47,24,9,0,15,27,50,23,47,6,44,42,32,28,28
2,31,35,32,30,29,15,0,5,7,49,13,38,13,44,2,10,9
20,13,19,5,45,16,27,5,0,18,28,23,24,41,26,19,26,32
15,40,27,26,6,4,50,7,18,0,29,9,43,40,5,3,17,20
8,30,4,35,50,31,23,49,28,29,0,22,44,18,9,38,36,20
22,37,11,33,6,29,47,13,23,9,22,0,46,15,50,10,4,40
26,45,8,6,35,43,6,38,24,43,44,46,0,42,3,19,40,34
35,7,35,48,7,41,44,13,41,40,18,15,42,0,25,39,21,39
12,25,18,29,21,37,42,44,26,5,9,50,3,25,0,31,26,31
4,11,32,34,41,9,32,2,19,3,38,10,19,39,31,0,4,50
29,26,47,1,4,39,28,10,26,17,36,4,40,21,26,4,0,30
9,23,19,23,26,14,28,9,32,20,20,40,34,39,31,50,30,0
