0,7,14,38,20,36,11,28,49,15,3,24,23,13,45,15,10
7,0,2,42,14,16,31,49,9,13,9,50,16,49,36,7,6
14,2,0,11,32,35,50,23,36,14,40,39,2,29,23,12,31
38,42,11,0,20,20,27,44,46,6,10,30,38,49,36,13,24
20,14,32,20,0,5,36,31,48,8,5,49,48,45,38,42,8
36,16,35,20,5,0,38,15,5,33,45,45,7,12,32,32,15
11,31,50,27,36,38,0,6,6,9,33,46,25,42,17,4,32
28,49,23,44,31,15,6,0,4,6,2,9,30,32,11,20,11
49,9,36,46,48,5,6,4,0,38,6,29,18,44,37,23,37
15,13,14,6,8,33,9,6,38,0,24,46,23,38,16,40,2
3,9,40,10,5,45,33,2,6,24,0,50,43,11,35,34,1
24,50,39,30,49,45,46,9,29,46,50,0,22,31,16,47,48
23,16,2,38,48,7,25,30,18,23,43,22,0,1,5,27,6
13,49,29,49,45,12,42,32,44,38,11,31,1,0,49,9,15
45,36,23,36,38,32,17,11,37,16,35,16,5,49,0,27,5
15,7,12,13,42,32,4,20,23,40,34,47,27,9,27,0,33
10,6,31,24,8,15,32,11,37,2,1,48,6,15,5,33,0
