0,3,1,9,8,18,13,38,24,11,22,39,23,22,28,8,29
3,0,48,15,46,5,26,8,25,40,3,29,17,43,36,47,5
1,48,0,36,12,37,25,22,25,22,32,21,49,47,3,48,47
9,15,36,0,15,21,45,35,26,27,44,47,8,18,26,1,36
8,46,12,15,0,22,22,40,45,18,45,24,28,34,28,26,5
18,5,37,21,22,0,24,22,50,40,9,10,20,38,13,43,47
13,26,25,45,22,24,0,24,12,23,14,44,31,28,23,40,17
38,8,22,35,40,22,24,0,34,13,24,30,28,49,6,46,44
24,25,25,26,45,50,12,34,0,23,35,25,49,47,49,27,34
11,40,22,27,18,40,23,13,23,0,25,14,33,6,3,38,9
22,3,32,44,45,9,14,24,35,25,0,15,19,49,29,27,9
39,29,21,47,24,10,44,30,25,14,15,0,21,42,1,45,19
23,17,49,8,28,20,31,28,49,33,19,21,0,47,4,25,43
22,43,47,18,34,38,28,49,47,6,49,42,47,0,19,14,6
28,36,3,26,28,13,23,6,49,3,29,1,4,19,0,45,18
8,47,48,1,26,43,40,46,27,38,27,45,25,14,45,0,19
29,5,47,36,5,47,17,44,34,9,9,19,43,6,18,19,0
