0,4,29,28,15,34,26,15,17,48,20,35,12,35,32,26,26,27,9
20,0,32,17,27,49,24,18,41,5,34,34,48,33,39,8,28,34,39
37,43,0,5,34,43,45,19,14,16,22,36,23,37,30,1,32,20,19
31,13,2,0,30,34,41,7,3,21,26,34,5,25,43,14,38,33,34
42,28,31,33,0,36,17,18,10,23,19,30,14,44,27,13,32,5,37
24,3,25,33,26,0,12,39,36,17,40,3,2,23,24,20,22,21,20
7,47,33,5,31,34,0,14,29,43,39,11,19,5,13,17,12,42,11
30,19,28,1,20,15,26,0,35,9,28,43,42,15,10,22,33,27,29
46,50,29,25,21,7,7,30,0,2,7,44,27,25,50,43,37,1,20
14,16,28,44,9,16,4,31,38,0,30,36,20,48,4,48,33,22,7
32,37,18,27,40,37,7,12,12,16,0,40,41,15,35,42,15,38,3
41,4,13,34,16,5,6,6,4,45,20,0,21,27,3,32,32,12,45
4,26,6,7,49,38,8,45,49,48,15,41,0,5,16,13,16,28,17
32,3,48,50,18,26,5,45,14,2,4,25,5,0,9,21,16,5,37
41,3,40,43,25,3,17,9,10,8,20,33,28,4,0,2,13,7,18
47,42,3,43,9,9,27,30,20,39,24,28,26,8,35,0,22,39,31
13,6,44,31,39,3,9,30,23,42,17,34,44,29,7,24,0,29,39
19,1,7,17,19,33,49,6,27,33,21,50,36,12,41,15,39,0,14
7,15,49,44,37,5,18,7,28,34,10,12,25,33,40,1,40,1,0
