0,21,7,36,44,44,28,34,9,4,34,5,41,44,4,10,2,8
21,0,37,9,45,43,8,38,20,20,32,26,32,32,47,47,40,50
7,37,0,45,41,21,45,20,8,11,18,37,6,12,29,36,4,36
36,9,45,0,33,35,5,46,26,47,44,31,20,31,34,15,13,47
44,45,41,33,0,39,17,34,32,15,11,32,9,17,16,10,36,28
44,43,21,35,39,0,2,19,23,8,24,23,45,42,44,12,40,12
28,8,45,5,17,2,0,12,36,32,31,20,10,32,13,48,44,24
34,38,20,46,34,19,12,0,34,46,24,27,49,1,36,39,30,6
9,20,8,26,32,23,36,34,0,38,29,28,1,42,14,26,39,6
4,20,11,47,15,8,32,46,38,0,6,37,6,22,49,1,20,47
34,32,18,44,11,24,31,24,29,6,0,25,5,27,24,5,22,1
5,26,37,31,32,23,20,27,28,37,25,0,24,20,21,3,48,4
41,32,6,20,9,45,10,49,1,6,5,24,0,30,28,34,49,5
44,32,12,31,17,42,32,1,42,22,27,20,30,0,9,48,10,22
4,47,29,34,16,44,13,36,14,49,24,21,28,9,0,13,15,11
10,47,36,15,10,12,48,39,26,1,5,3,34,48,13,0,21,43
2,40,4,13,36,40,44,30,39,20,22,48,49,10,15,21,0,34
8,50,36,47,28,12,24,6,6,47,1,4,5,22,11,43,34,0
