0,37,31,16,20,9,2,18,9,22,21,12,19,27,35
37,0,8,25,7,36,28,7,20,50,22,30,41,12,49
31,8,0,50,20,17,21,25,19,36,12,14,47,21,12
16,25,50,0,46,32,48,19,40,2,15,21,31,45,50
20,7,20,46,0,8,15,6,32,34,26,38,2,31,17
9,36,17,32,8,0,17,39,41,36,20,32,17,14,40
2,28,21,48,15,17,0,41,24,31,39,4,35,28,24
18,7,25,19,6,39,41,0,23,1,28,17,36,23,37
9,20,19,40,32,41,24,23,0,33,41,50,25,27,35
22,50,36,2,34,36,31,1,33,0,7,48,29,24,17
21,22,12,15,26,20,39,28,41,7,0,3,21,41,12
12,30,14,21,38,32,4,17,50,48,3,0,4,15,22
19,41,47,31,2,17,35,36,25,29,21,4,0,48,40
27,12,21,45,31,14,28,23,27,24,41,15,48,0,4
35,49,12,50,17,40,24,37,35,17,12,22,40,4,0
