0,3,27,3,31,28,17,10,41,10,40,11,43,39,47,26,35,20,11
3,0,5,34,38,14,39,14,18,50,33,12,10,33,48,24,5,34,17
27,5,0,31,30,5,28,32,27,47,7,12,18,20,20,12,19,29,12
3,34,31,0,3,33,47,3,27,18,33,15,38,19,42,38,36,38,6
31,38,30,3,0,42,49,30,19,37,16,17,43,40,40,4,4,41,46
28,14,5,33,42,0,46,34,22,10,17,5,2,35,46,28,33,21,24
17,39,28,47,49,46,0,15,30,40,21,44,1,46,8,44,8,31,26
10,14,32,3,30,34,15,0,28,38,37,2,17,49,42,38,36,14,46
41,18,27,27,19,22,30,28,0,30,33,4,6,44,2,21,26,12,32
10,50,47,18,37,10,40,38,30,0,2,36,47,25,32,8,49,37,45
40,33,7,33,16,17,21,37,33,2,0,41,49,21,11,47,26,16,25
11,12,12,15,17,5,44,2,4,36,41,0,46,21,17,31,36,3,41
43,10,18,38,43,2,1,17,6,47,49,46,0,1,10,28,40,34,40
39,33,20,19,40,35,46,49,44,25,21,21,1,0,13,42,16,6,16
47,48,20,42,40,46,8,42,2,32,11,17,10,13,0,20,9,28,15
26,24,12,38,4,28,44,38,21,8,47,31,28,42,20,0,50,49,12
35,5,19,36,4,33,8,36,26,49,26,36,40,16,9,50,0,2,49
20,34,29,38,41,21,31,14,12,37,16,3,34,6,28,49,2,0,33
11,17,12,6,46,24,26,46,32,45,25,41,40,16,15,12,49,33,0
