0,45,15,19,42,16,10,32,19,16,24,19,17,14,1,15,40,24
50,0,24,42,23,1,7,12,31,19,36,44,21,8,23,33,2,29
2,38,0,36,31,34,35,20,7,31,41,12,3,6,45,39,29,33
26,19,14,0,31,28,49,37,50,14,24,1,9,27,7,10,47,49
39,8,9,22,0,20,40,39,16,11,24,38,8,42,50,34,9,47
39,30,25,37,16,0,46,47,6,11,16,27,36,12,37,43,2,6
23,3,5,33,25,29,0,1,50,25,29,10,26,15,22,38,5,43
25,15,21,9,35,39,43,0,19,14,15,26,24,31,34,32,29,50
43,50,48,30,8,34,6,34,0,16,20,14,45,17,35,9,29,34
46,3,12,14,10,46,34,10,37,0,15,46,24,34,48,33,21,22
27,41,46,6,21,1,49,34,7,41,0,23,50,14,24,32,24,12
2,50,34,29,13,12,4,4,24,49,44,0,36,40,24,34,45,5
3,16,44,29,49,47,24,18,9,20,9,7,0,30,29,32,22,49
48,3,11,23,7,1,42,11,39,50,40,43,41,0,36,42,5,40
27,34,26,21,29,28,18,13,30,21,35,42,10,37,0,1,17,17
7,43,13,35,11,15,15,33,46,38,50,42,31,20,11,0,29,21
3,18,27,40,38,39,50,35,9,18,28,16,12,16,14,3,0,22
27,31,5,10,22,6,1,38,9,23,3,37,49,43,16,38,21,0
