0,40,5,9,3,19,43,41,6,18,40,45,18,39,36,21,49
40,0,13,44,41,39,6,32,30,43,33,47,39,33,14,1,45
5,13,0,34,31,13,47,41,23,37,30,4,50,18,15,16,25
9,44,34,0,16,44,26,13,33,45,8,50,9,5,43,34,6
3,41,31,16,0,13,17,11,9,41,6,4,27,31,5,19,43
19,39,13,44,13,0,41,2,3,20,33,11,6,6,21,3,36
43,6,47,26,17,41,0,21,17,48,47,28,28,34,2,24,37
41,32,41,13,11,2,21,0,10,13,20,42,11,38,12,3,22
6,30,23,33,9,3,17,10,0,29,35,28,28,32,28,45,30
18,43,37,45,41,20,48,13,29,0,39,46,16,33,50,50,12
40,33,30,8,6,33,47,20,35,39,0,39,35,20,48,9,34
45,47,4,50,4,11,28,42,28,46,39,0,40,17,8,26,22
18,39,50,9,27,6,28,11,28,16,35,40,0,27,44,11,12
39,33,18,5,31,6,34,38,32,33,20,17,27,0,45,9,45
36,14,15,43,5,21,2,12,28,50,48,8,44,45,0,35,18
21,1,16,34,19,3,24,3,45,50,9,26,11,9,35,0,12
49,45,25,6,43,36,37,22,30,12,34,22,12,45,18,12,0
