0,30,1,22,36,21,43,43,12,47,9,34,25,11,50
30,0,9,24,16,44,18,24,30,12,11,36,24,26,3
1,9,0,42,37,34,1,19,28,9,11,27,21,24,50
22,24,42,0,9,7,27,21,14,10,35,48,9,35,29
36,16,37,9,0,35,38,4,29,26,42,38,16,37,26
21,44,34,7,35,0,14,26,21,24,14,2,29,43,40
43,18,1,27,38,14,0,13,1,3,8,5,22,20,40
43,24,19,21,4,26,13,0,8,39,50,47,44,39,49
12,30,28,14,29,21,1,8,0,11,17,35,40,25,32
47,12,9,10,26,24,3,39,11,0,30,43,10,1,31
9,11,11,35,42,14,8,50,17,30,0,30,47,9,40
34,36,27,48,38,2,5,47,35,43,30,0,42,33,14
25,24,21,9,16,29,22,44,40,10,47,42,0,4,29
11,26,24,35,37,43,20,39,25,1,9,33,4,0,20
50,3,50,29,26,40,40,49,32,31,40,14,29,20,0
