0,38,12,36,15,50,16,32,1,35,40,1,36,37,36,7
41,0,42,11,37,35,31,4,26,28,25,46,21,32,45,40
5,36,0,40,29,38,33,2,21,21,34,46,50,2,24,11
18,27,45,0,21,49,16,32,19,24,15,22,47,49,47,19
30,29,16,10,0,37,33,8,48,36,15,35,16,31,34,25
44,27,2,46,9,0,23,26,34,45,38,4,2,40,21,36
40,7,22,49,33,35,0,38,19,16,48,39,9,18,36,41
15,20,2,18,37,39,15,0,5,2,31,33,22,12,31,50
44,14,49,27,22,48,19,42,0,43,38,40,31,20,20,31
19,35,45,50,39,13,50,16,27,0,33,32,3,24,31,39
14,7,47,12,43,34,13,38,3,8,0,50,9,18,7,49
22,27,29,10,20,30,31,33,38,41,18,0,39,42,27,10
4,44,9,41,32,18,24,18,20,1,44,46,0,27,17,17
8,44,15,3,12,24,49,40,22,5,29,31,16,0,40,32
6,6,16,47,48,38,50,44,1,20,30,47,42,8,0,16
38,13,50,47,13,14,41,12,3,10,19,25,9,35,26,0
