0,26,34,17,11,15,29,7,13,23,25,46,48,3,35
26,0,8,39,36,13,44,25,42,16,6,17,34,33,40
34,8,0,40,40,45,20,50,5,18,18,14,50,26,42
17,39,40,0,1,5,25,32,15,2,4,40,34,25,25
11,36,40,1,0,13,1,42,31,7,44,19,26,38,41
15,13,45,5,13,0,34,17,19,15,43,17,10,21,12
29,44,20,25,1,34,0,14,2,5,10,23,26,10,41
7,25,50,32,42,17,14,0,17,46,5,29,7,16,6
13,42,5,15,31,19,2,17,0,35,17,17,13,20,24
23,16,18,2,7,15,5,46,35,0,30,39,49,8,40
25,6,18,4,44,43,10,5,17,30,0,26,14,47,4
46,17,14,40,19,17,23,29,17,39,26,0,36,1,32
48,34,50,34,26,10,26,7,13,49,14,36,0,31,23
3,33,26,25,38,21,10,16,20,8,47,1,31,0,36
35,40,42,25,41,12,41,6,24,40,4,32,23,36,0
