0,16,27,49,10,43,22,17,16,1,50,38,17,38,30,27,31,35,12
16,0,12,19,40,10,6,47,1,27,13,25,29,44,22,34,31,28,43
27,12,0,24,24,39,41,30,6,22,20,12,20,45,15,30,16,27,18
49,19,24,0,17,7,18,42,20,37,3,16,9,25,50,35,31,40,7
10,40,24,17,0,11,12,3,16,43,20,17,45,31,42,47,7,37,12
43,10,39,7,11,0,35,9,19,10,33,10,33,10,50,32,23,35,32
22,6,41,18,12,35,0,40,15,50,17,7,11,40,40,8,8,35,19
17,47,30,42,3,9,40,0,29,25,41,34,31,17,40,22,29,34,27
16,1,6,20,16,19,15,29,0,30,13,45,34,48,44,2,9,8,2
1,27,22,37,43,10,50,25,30,0,18,9,46,24,2,36,43,30,50
50,13,20,3,20,33,17,41,13,18,0,47,34,1,50,13,39,15,26
38,25,12,16,17,10,7,34,45,9,47,0,45,3,22,25,4,35,36
17,29,20,9,45,33,11,31,34,46,34,45,0,17,32,34,2,5,26
38,44,45,25,31,10,40,17,48,24,1,3,17,0,1,49,43,33,43
30,22,15,50,42,50,40,40,44,2,50,22,32,1,0,23,44,29,46
27,34,30,35,47,32,8,22,2,36,13,25,34,49,23,0,2,6,7
31,31,16,31,7,23,8,29,9,43,39,4,2,43,44,2,0,23,23
35,28,27,40,37,35,35,34,8,30,15,35,5,33,29,6,23,0,4
12,43,18,7,12,32,19,27,2,50,26,36,26,43,46,7,23,4,0
