0,42,40,48,34,29,40,14,9,31,28,29,50,33,31,17
42,0,12,6,33,38,19,42,36,14,38,25,18,7,40,45
40,12,0,50,16,44,7,16,10,30,6,18,20,29,13,35
48,6,50,0,39,17,47,13,45,13,15,31,45,38,11,29
34,33,16,39,0,25,25,16,49,2,45,13,19,47,29,40
29,38,44,17,25,0,44,25,19,37,46,22,41,10,29,2
40,19,7,47,25,44,0,26,32,20,38,18,17,8,22,32
14,42,16,13,16,25,26,0,32,37,17,18,7,18,49,19
9,36,10,45,49,19,32,32,0,38,16,11,27,1,14,36
31,14,30,13,2,37,20,37,38,0,4,40,7,37,42,21
28,38,6,15,45,46,38,17,16,4,0,43,18,48,41,25
29,25,18,31,13,22,18,18,11,40,43,0,28,11,45,44
50,18,20,45,19,41,17,7,27,7,18,28,0,40,44,48
33,7,29,38,47,10,8,18,1,37,48,11,40,0,41,48
31,40,13,11,29,29,22,49,14,42,41,45,44,41,0,27
17,45,35,29,40,2,32,19,36,21,25,44,48,48,27,0
