0,39,48,44,11,13,50,15,12,20,38,21,36,13,48,41,36,37
39,0,43,50,24,44,15,10,38,15,17,15,15,21,2,29,10,4
48,43,0,15,7,42,13,11,13,5,4,39,5,22,41,8,27,1
44,50,15,0,29,39,14,16,37,29,10,50,11,21,14,14,39,18
11,24,7,29,0,11,36,43,17,50,22,28,31,29,27,32,30,28
13,44,42,39,11,0,2,22,45,36,26,20,13,21,47,30,9,41
50,15,13,14,36,2,0,24,7,24,26,4,45,5,41,38,15,31
15,10,11,16,43,22,24,0,22,36,23,43,7,19,3,11,11,40
12,38,13,37,17,45,7,22,0,25,45,43,34,46,41,16,4,2
20,15,5,29,50,36,24,36,25,0,9,46,41,10,6,42,18,37
38,17,4,10,22,26,26,23,45,9,0,48,8,50,46,44,3,2
21,15,39,50,28,20,4,43,43,46,48,0,2,35,4,40,10,16
36,15,5,11,31,13,45,7,34,41,8,2,0,44,28,3,40,41
13,21,22,21,29,21,5,19,46,10,50,35,44,0,44,42,20,16
48,2,41,14,27,47,41,3,41,6,46,4,28,44,0,14,35,33
41,29,8,14,32,30,38,11,16,42,44,40,3,42,14,0,41,47
36,10,27,39,30,9,15,11,4,18,3,10,40,20,35,41,0,40
37,4,1,18,28,41,31,40,2,37,2,16,41,16,33,47,40,0
