0,2,46,49,45,17,9,11,33,44,24,20,22,14
4,0,22,25,13,30,29,2,28,19,43,43,41,23
38,7,0,38,35,3,40,26,48,21,41,2,42,24
11,3,11,0,48,7,3,15,24,23,20,19,12,14
11,39,12,10,0,4,33,18,1,39,37,31,26,47
12,35,38,2,21,0,16,14,28,18,14,41,32,38
35,37,48,49,15,21,0,23,42,44,44,16,48,28
1,1,49,29,18,15,23,0,22,45,40,28,20,10
47,25,36,48,24,1,20,44,0,28,29,13,19,44
48,14,29,31,24,30,1,5,11,0,49,49,41,41
22,5,46,11,36,41,50,6,5,7,0,50,24,49
10,42,48,37,7,3,44,29,2,2,28,0,4,46
2,36,10,34,39,3,40,11,10,38,31,41,0,44
34,42,4,7,10,34,5,29,17,18,42,22,1,0
