0,28,1,11,25,35,36,14,25,18,37,17,30,47
28,0,24,25,45,9,24,27,32,22,36,44,3,10
1,24,0,26,33,47,33,18,23,9,16,22,36,32
11,25,26,0,31,24,27,22,20,42,22,32,6,26
25,45,33,31,0,47,41,24,46,9,17,21,10,43
35,9,47,24,47,0,50,7,15,40,8,45,7,29
36,24,33,27,41,50,0,47,31,16,11,11,47,21
14,27,18,22,24,7,47,0,29,32,47,42,3,36
25,32,23,20,46,15,31,29,0,39,3,23,48,42
18,22,9,42,9,40,16,32,39,0,29,45,3,47
37,36,16,22,17,8,11,47,3,29,0,9,30,22
17,44,22,32,21,45,11,42,23,45,9,0,31,31
30,3,36,6,10,7,47,3,48,3,30,31,0,32
47,10,32,26,43,29,21,36,42,47,22,31,32,0
