0,23,17,15,38,8,23,24,4,14,41,6,41,5,47,5,28,49
13,0,30,25,34,32,35,16,21,43,21,23,8,37,27,13,32,26
8,45,0,32,6,27,47,24,37,20,22,12,9,37,10,49,37,43
48,33,9,0,30,40,50,25,47,26,19,33,47,14,20,6,41,13
10,44,42,50,0,4,45,26,50,29,37,18,15,49,3,34,48,27
39,40,9,46,47,0,39,27,11,18,5,33,8,34,7,41,50,49
48,15,47,27,37,15,0,3,12,48,45,32,47,23,1,31,28,18
40,43,16,47,38,21,41,0,4,48,30,46,7,13,48,27,46,20
23,44,35,43,35,42,3,26,0,29,40,10,27,5,18,27,9,36
49,17,4,47,8,38,11,25,18,0,47,1,44,34,16,5,35,6
19,46,26,1,32,7,33,19,38,13,0,47,6,42,33,37,41,34
37,37,15,9,10,39,20,28,19,1,17,0,5,50,1,9,22,20
7,27,42,18,28,19,6,18,27,14,22,23,0,31,21,44,5,46
27,11,40,2,13,25,14,8,7,4,28,48,4,0,7,40,19,19
12,13,22,32,23,49,15,8,9,48,24,27,12,36,0,13,32,36
15,23,15,15,5,9,3,38,28,13,5,39,11,4,40,0,22,25
25,5,10,40,20,27,38,29,33,10,1,15,4,6,3,19,0,30
16,3,17,44,28,35,47,47,14,8,14,24,33,1,25,18,33,0
