0,47,1,16,20,45,40,18,2,35,12,15,7,41,27,4,8,6,29
49,0,39,21,3,40,1,12,41,2,47,6,32,15,46,45,43,25,17
47,22,0,6,39,29,33,44,5,36,29,47,50,42,31,6,25,8,4
28,40,13,0,25,2,14,24,33,36,15,9,27,25,50,18,47,33,3
5,45,47,35,0,50,2,30,45,8,20,10,7,46,24,14,38,35,19
30,31,12,30,11,0,25,48,18,12,37,23,42,36,21,16,19,15,45
40,13,16,10,12,29,0,26,38,45,6,40,50,1,41,33,37,33,9
17,26,45,2,20,9,48,0,1,9,50,29,28,36,5,48,26,24,2
29,1,21,25,32,38,46,13,0,28,32,1,12,46,44,25,32,25,24
16,45,29,23,31,40,45,46,5,0,19,17,2,20,43,1,40,19,23
20,31,24,48,46,40,2,50,34,46,0,7,15,22,10,6,48,6,16
31,45,16,47,32,37,24,29,13,48,46,0,34,10,4,45,19,43,48
19,26,37,18,49,41,26,33,6,15,19,1,0,10,6,48,50,10,39
40,25,45,37,26,9,4,40,3,29,17,48,49,0,32,16,21,6,45
42,41,25,39,37,34,3,21,47,21,25,25,18,36,0,50,14,6,16
9,27,22,9,8,35,18,28,4,4,30,45,46,36,10,0,13,14,35
36,22,2,4,42,44,12,34,4,23,23,29,46,19,35,29,0,50,33
4,42,15,27,22,6,46,21,16,10,49,16,40,32,37,3,41,0,10
43,39,47,50,42,5,44,48,46,43,35,3,15,38,10,34,10,33,0
