0,17,49,38,22,36,31,45,14,50,27,21,44,39,23,17
42,0,19,39,47,32,17,1,8,11,7,30,10,28,1,36
4,13,0,34,5,38,13,43,3,9,31,24,12,26,24,20
44,15,11,0,21,26,33,50,27,3,35,23,5,47,49,16
41,9,6,25,0,33,45,16,23,24,50,46,3,50,25,39
16,39,28,15,19,0,29,8,40,46,24,42,8,14,19,37
32,15,40,12,31,30,0,25,28,5,13,6,25,41,8,30
1,32,3,1,20,25,39,0,5,48,33,34,15,26,38,37
46,24,49,10,44,36,37,33,0,37,11,39,39,32,23,36
29,21,12,21,34,5,14,34,27,0,45,17,31,42,48,48
26,13,40,9,5,14,13,25,30,38,0,47,27,38,13,15
33,39,19,16,44,34,21,21,6,39,18,0,27,46,24,6
5,19,34,6,34,38,44,29,17,37,43,29,0,45,19,49
35,40,6,11,41,19,9,10,50,20,44,19,45,0,25,4
44,20,26,38,34,10,5,34,30,25,5,26,21,17,0,38
32,15,45,24,39,25,2,12,2,4,8,28,25,13,27,0
