0,47,35,43,4,14,3,45,3,16,20,2,28,35,42,21,14,20,39
50,0,18,14,6,20,41,37,29,35,4,48,22,8,16,5,40,46,34
21,24,0,36,42,46,17,12,49,6,31,25,1,48,38,14,36,38,25
48,17,35,0,41,36,36,1,11,15,1,46,18,44,38,22,14,13,4
44,43,13,17,0,26,43,10,32,24,38,44,4,41,27,44,17,10,21
14,42,44,49,1,0,3,27,24,46,38,3,31,41,45,13,8,30,48
37,14,16,41,40,36,0,50,32,24,14,32,1,27,42,2,37,29,9
19,5,33,19,18,25,45,0,20,22,22,36,5,28,2,19,22,18,42
12,1,5,10,41,5,46,41,0,9,17,1,28,47,7,47,28,36,19
49,2,17,1,36,37,36,38,27,0,26,17,28,10,38,48,16,33,50
11,4,9,2,39,16,32,1,31,5,0,35,29,22,43,25,3,30,14
5,26,50,45,34,27,27,23,37,31,36,0,26,37,6,46,43,22,12
37,12,12,31,20,13,30,46,2,16,26,11,0,25,34,7,43,24,29
1,46,19,31,23,42,49,49,30,14,28,8,39,0,31,8,2,37,5
9,21,50,43,22,37,7,42,23,15,45,1,24,39,0,6,40,37,6
36,20,3,41,26,15,39,4,49,27,48,41,44,39,18,0,14,43,30
6,49,9,18,3,33,26,29,41,41,40,46,23,11,48,8,0,16,10
33,5,34,15,38,26,15,31,38,8,41,47,6,32,20,25,31,0,46
5,42,16,31,17,27,37,27,12,40,30,7,12,26,46,11,36,18,0
