0,17,46,4,4,44,16,6,10,4,7,47,15,29,50,38
50,0,41,16,15,19,39,47,11,4,5,49,41,14,43,46
1,17,0,7,17,42,19,45,30,20,27,38,16,5,3,29
14,10,24,0,42,10,41,2,48,44,9,32,21,26,49,21
30,5,25,40,0,6,47,25,48,35,5,50,20,6,19,24
30,11,18,2,14,0,15,33,15,17,1,37,17,46,25,1
23,18,5,38,18,16,0,33,19,17,29,19,17,48,23,2
3,48,40,29,18,12,50,0,26,44,16,8,21,46,16,44
48,44,19,16,19,33,26,9,0,41,1,14,42,38,13,16
27,9,9,30,9,9,10,47,28,0,39,12,20,29,18,29
29,11,18,31,17,24,5,22,38,5,0,31,9,20,1,25
40,4,25,37,37,33,50,20,13,14,12,0,23,35,43,29
32,26,42,25,35,34,12,13,10,16,47,12,0,21,39,32
10,32,31,33,29,45,43,20,46,2,32,36,28,0,25,12
45,23,35,12,3,15,3,5,3,20,18,25,32,1,0,33
29,9,37,4,3,44,46,41,46,25,19,21,19,34,40,0
