0,26,34,22,12,43,30,2,7,17,13,18,25,49,21
33,0,16,26,19,19,20,34,3,44,3,38,28,16,35
45,46,0,29,34,41,41,50,3,34,30,1,49,13,40
31,6,5,0,32,3,34,26,49,9,38,31,29,1,31
47,26,6,17,0,10,27,32,29,14,29,6,18,33,17
45,47,27,21,36,0,24,25,27,14,21,17,13,4,35
16,16,32,27,47,16,0,19,42,6,1,2,24,27,40
3,48,25,38,18,40,3,0,12,17,47,14,10,18,48
26,19,31,10,37,34,18,3,0,19,49,38,34,16,11
42,6,20,39,31,32,42,35,40,0,42,27,18,28,4
26,35,31,28,1,48,42,26,26,29,0,19,6,25,35
11,23,17,41,13,16,41,46,2,1,44,0,45,14,37
4,43,44,44,39,35,1,31,49,39,40,27,0,5,50
23,1,36,21,4,47,32,1,20,33,41,26,48,0,6
11,29,39,36,36,5,25,29,22,39,15,12,27,47,0
