0,28,42,25,16,36,24,41,38,24,35,16,30,3,9,32,34
12,0,19,27,36,16,29,44,50,2,45,16,30,8,46,48,24
11,6,0,50,31,48,27,31,21,34,47,33,20,10,31,23,17
26,3,46,0,49,44,40,31,24,48,1,24,25,34,34,6,22
21,35,44,7,0,33,47,30,6,29,44,1,4,48,30,4,37
9,47,2,46,40,0,30,3,25,23,35,41,29,42,2,7,50
27,24,1,21,39,43,0,36,28,26,1,45,31,40,10,48,37
37,2,37,14,11,39,11,0,3,47,3,28,39,22,38,13,23
14,32,46,3,38,21,32,17,0,5,49,43,23,50,11,50,32
41,31,49,46,16,20,4,24,40,0,42,39,42,19,5,16,26
9,46,11,25,49,3,5,1,31,27,0,36,23,35,40,15,32
17,38,42,24,30,30,6,2,44,49,27,0,9,21,25,33,27
28,48,19,42,37,44,26,33,14,5,37,9,0,36,7,16,39
6,7,37,6,12,1,45,39,23,22,4,17,3,0,40,12,20
37,15,12,43,20,30,14,3,13,44,42,47,7,6,0,32,4
25,36,20,27,7,6,35,47,8,37,12,23,29,30,34,0,32
49,11,15,14,33,14,17,47,35,31,30,45,3,10,13,9,0
