0,40,31,2,24,10,25,39,29,1,31,11,18,2,16,19
49,0,28,1,48,18,44,40,39,35,47,33,49,38,7,39
23,32,0,5,5,35,21,35,36,29,1,45,8,39,36,18
32,46,42,0,39,28,44,21,21,1,50,42,45,7,30,20
21,30,48,50,0,10,40,30,18,8,10,23,16,19,4,27
28,50,19,13,33,0,36,46,49,3,29,15,10,11,27,17
22,12,11,27,15,3,0,23,43,6,35,49,34,30,39,24
14,10,31,38,40,19,16,0,37,40,49,3,18,11,27,17
34,8,30,42,14,9,34,1,0,20,31,33,4,42,8,48
44,7,44,20,20,7,13,8,13,0,47,29,34,45,11,3
44,12,45,28,2,39,45,18,49,16,0,6,42,12,38,18
24,25,42,6,30,29,47,7,21,42,25,0,15,48,42,6
43,43,36,21,45,21,17,11,18,42,37,22,0,25,20,42
44,30,16,3,21,20,41,16,36,20,50,39,27,0,43,30
33,37,14,41,16,14,27,21,50,6,29,4,31,19,0,21
12,11,3,35,30,40,18,16,18,35,48,12,31,40,48,0
