0,25,34,47,40,36,18,4,39,45,35,12,17,48,15,27,34
6,0,20,38,4,38,38,18,22,6,45,33,32,40,4,39,47
6,8,0,9,12,36,24,31,34,48,43,10,6,36,14,28,17
22,35,49,0,19,35,26,13,16,21,14,39,26,26,6,27,2
33,22,25,46,0,8,2,39,36,3,9,13,29,12,37,22,7
46,35,37,40,36,0,34,45,30,30,20,21,3,39,9,45,36
29,48,13,10,21,41,0,7,2,46,21,17,37,9,15,29,48
24,31,19,16,29,17,27,0,11,3,46,30,43,41,41,13,15
14,38,8,3,23,1,13,14,0,13,47,31,28,48,48,10,4
20,23,11,40,23,1,49,19,9,0,8,19,28,31,14,48,14
47,50,38,24,18,45,18,33,38,20,0,1,30,43,24,17,18
17,11,47,46,1,8,35,3,2,1,34,0,38,22,12,42,46
41,20,12,4,30,49,18,5,21,46,40,5,0,12,7,38,28
21,46,9,36,36,44,16,41,38,7,28,34,13,0,40,40,4
11,28,10,34,9,48,41,27,23,38,16,14,8,49,0,37,25
24,46,29,4,21,23,20,32,7,37,37,38,37,44,45,0,41
10,30,50,37,1,13,22,7,35,50,1,31,41,38,11,21,0
