0,46,29,16,30,27,5,36,8,30,30,40,32,17,28,12,15
19,0,38,17,45,13,49,21,21,23,50,13,11,13,14,29,18
31,8,0,5,49,31,40,3,25,39,15,39,11,33,47,42,25
23,13,13,0,19,48,39,7,21,2,36,4,7,28,14,39,48
28,6,49,41,0,16,26,36,32,47,17,34,19,33,4,17,50
37,31,37,47,6,0,35,36,5,26,49,42,34,6,10,48,26
9,38,47,15,17,13,0,3,44,36,6,50,31,44,41,39,2
21,32,36,46,3,28,39,0,19,13,48,14,4,39,50,16,31
3,35,13,31,41,23,22,2,0,50,32,29,26,31,17,27,40
15,31,48,8,25,18,39,34,26,0,42,23,40,25,2,3,8
39,46,17,12,18,42,15,34,22,32,0,23,9,31,44,6,10
33,44,1,15,41,23,11,31,36,42,47,0,34,6,18,2,1
16,12,32,31,39,8,17,41,22,1,20,4,0,31,3,25,35
3,4,27,8,37,42,45,11,20,28,23,40,17,0,48,11,5
29,40,43,43,21,11,22,1,43,20,2,35,3,18,0,39,35
50,34,19,34,26,20,23,6,31,39,18,24,6,20,37,0,43
7,30,21,2,14,18,36,37,29,16,42,33,21,24,19,4,0
