0,22,2,33,7,18,30,5,38,50,24,1,34,31
17,0,6,46,40,18,6,14,47,7,32,48,36,32
9,7,0,13,16,23,17,49,40,38,28,27,5,1
12,7,1,0,39,5,10,17,47,18,42,12,17,21
49,5,24,39,0,34,45,12,44,41,7,5,7,15
30,39,8,3,48,0,11,19,49,10,48,43,15,4
32,35,22,8,18,21,0,23,11,11,12,32,2,23
5,37,45,15,18,6,35,0,33,26,32,29,21,44
11,28,12,32,34,32,20,44,0,44,37,40,43,26
3,4,24,1,10,29,49,14,21,0,18,33,26,31
18,50,38,10,31,17,45,7,10,31,0,7,6,10
31,9,4,25,12,8,35,17,47,36,38,0,46,32
32,43,8,18,39,8,46,9,5,15,8,50,0,40
50,19,20,25,35,45,7,2,49,45,38,40,19,0
