0,8,50,15,25,20,45,27,2,43,36,22,46,8,7,33
8,0,45,7,37,18,50,23,28,50,20,36,4,47,35,27
50,45,0,42,41,28,32,38,15,27,46,15,5,1,26,20
15,7,42,0,9,30,49,22,30,6,33,33,44,17,2,31
25,37,41,9,0,48,17,38,26,19,34,2,23,49,49,3
20,18,28,30,48,0,13,19,35,20,15,14,30,11,1,47
45,50,32,49,17,13,0,6,42,25,2,35,5,31,10,8
27,23,38,22,38,19,6,0,13,1,46,14,40,29,41,23
2,28,15,30,26,35,42,13,0,43,31,38,8,35,16,1
43,50,27,6,19,20,25,1,43,0,50,14,22,1,17,21
36,20,46,33,34,15,2,46,31,50,0,36,19,50,28,31
22,36,15,33,2,14,35,14,38,14,36,0,43,12,11,38
46,4,5,44,23,30,5,40,8,22,19,43,0,22,41,44
8,47,1,17,49,11,31,29,35,1,50,12,22,0,2,44
7,35,26,2,49,1,10,41,16,17,28,11,41,2,0,7
33,27,20,31,3,47,8,23,1,21,31,38,44,44,7,0
