0,9,42,11,7,18,13,32,46,27,3,17,6,6,6
14,0,30,27,44,4,37,11,48,18,12,43,5,9,1
5,39,0,3,23,33,27,37,7,34,45,41,20,33,48
21,20,21,0,42,12,2,11,21,9,15,5,23,21,44
1,6,29,8,0,39,28,17,25,11,40,9,37,43,41
26,13,46,11,22,0,41,41,32,37,42,17,21,41,29
36,30,35,29,48,39,0,13,47,50,48,43,14,37,39
30,49,6,48,21,9,37,0,20,5,37,37,25,21,19
34,48,26,28,45,34,39,45,0,21,7,22,12,29,27
25,40,32,45,45,43,32,45,30,0,41,5,41,45,23
30,8,19,20,32,13,5,8,6,47,0,3,25,48,41
38,25,12,38,33,7,4,29,42,18,36,0,11,46,5
33,21,38,45,32,25,36,5,21,8,5,28,0,48,28
44,44,9,43,32,19,48,39,36,43,2,32,1,0,49
34,16,27,16,46,2,29,40,47,12,13,40,10,47,0
