0,24,42,40,17,38,14,12,49,1,6,46,2,11,26,18,20
24,0,34,31,33,8,12,41,44,12,22,23,35,39,40,12,48
42,34,0,27,5,25,35,31,49,43,21,15,47,50,5,49,24
40,31,27,0,3,16,36,43,30,3,46,5,18,38,46,39,41
17,33,5,3,0,14,41,6,40,32,47,27,13,9,50,36,11
38,8,25,16,14,0,27,34,24,18,24,2,3,50,10,48,24
14,12,35,36,41,27,0,7,33,18,4,10,23,17,49,34,12
12,41,31,43,6,34,7,0,38,25,12,18,38,24,31,17,20
49,44,49,30,40,24,33,38,0,38,39,33,2,3,40,42,16
1,12,43,3,32,18,18,25,38,0,25,38,44,40,44,1,34
6,22,21,46,47,24,4,12,39,25,0,10,26,22,12,21,36
46,23,15,5,27,2,10,18,33,38,10,0,40,30,11,45,44
2,35,47,18,13,3,23,38,2,44,26,40,0,45,40,29,28
11,39,50,38,9,50,17,24,3,40,22,30,45,0,30,30,12
26,40,5,46,50,10,49,31,40,44,12,11,40,30,0,41,14
18,12,49,39,36,48,34,17,42,1,21,45,29,30,41,0,9
20,48,24,41,11,24,12,20,16,34,36,44,28,12,14,9,0
