0,24,47,20,5,1,10,9,22,44,43,49,50,27,23,3,44
24,0,15,16,2,10,36,27,46,23,31,44,41,42,48,35,7
47,15,0,22,14,16,43,7,49,21,35,46,11,26,29,38,41
20,16,22,0,18,14,35,37,30,30,8,45,11,33,13,2,9
5,2,14,18,0,12,46,14,43,8,12,47,6,17,32,29,23
1,10,16,14,12,0,7,33,10,18,24,27,13,45,33,17,15
10,36,43,35,46,7,0,23,18,30,12,20,22,8,31,18,35
9,27,7,37,14,33,23,0,37,13,41,41,1,37,36,39,24
22,46,49,30,43,10,18,37,0,9,22,31,50,8,23,1,49
44,23,21,30,8,18,30,13,9,0,17,33,12,25,15,40,41
43,31,35,8,12,24,12,41,22,17,0,28,20,42,3,40,2
49,44,46,45,47,27,20,41,31,33,28,0,24,26,11,15,7
50,41,11,11,6,13,22,1,50,12,20,24,0,29,7,40,16
27,42,26,33,17,45,8,37,8,25,42,26,29,0,8,20,18
23,48,29,13,32,33,31,36,23,15,3,11,7,8,0,35,14
3,35,38,2,29,17,18,39,1,40,40,15,40,20,35,0,9
44,7,41,9,23,15,35,24,49,41,2,7,16,18,14,9,0
