0,11,22,37,36,44,41,25,17,33,13,8,41,10,9
7,0,6,30,6,44,18,28,26,35,5,30,20,14,37
9,4,0,26,9,24,41,37,40,15,25,40,45,44,31
36,22,39,0,29,17,28,9,7,15,33,20,33,34,36
29,14,31,27,0,47,13,44,2,14,27,7,34,23,39
46,45,12,32,30,0,5,44,27,45,10,22,31,40,31
14,32,35,24,47,29,0,7,25,50,41,3,26,14,20
47,10,6,24,45,29,35,0,1,1,38,47,4,16,23
9,30,36,10,37,8,39,14,0,25,13,47,18,37,15
7,15,44,13,25,8,16,8,18,0,4,20,10,32,22
40,32,16,48,47,40,2,14,43,25,0,5,50,23,17
36,9,36,15,9,30,26,30,46,26,9,0,22,40,47
31,26,17,3,43,44,15,26,3,38,30,30,0,13,11
33,23,6,28,11,27,24,46,28,47,38,17,4,0,21
8,36,15,4,27,15,8,47,27,10,28,34,38,38,0
