0,3,30,50,43,20,36,18,9,1,37,20,7,3,22,1
23,0,12,30,2,17,43,41,45,3,12,18,5,20,21,48
26,12,0,32,16,6,36,48,39,13,48,5,32,32,39,5
15,48,49,0,3,40,35,38,34,20,42,48,30,21,13,43
3,23,3,6,0,34,17,13,28,44,48,18,24,11,49,50
21,46,33,47,22,0,32,31,1,11,40,15,38,31,6,27
10,13,15,4,41,21,0,23,30,7,6,20,18,37,7,12
44,42,25,45,28,34,7,0,19,17,34,45,20,30,24,23
21,23,39,23,26,35,38,39,0,5,43,10,8,14,16,42
39,33,15,50,46,6,38,29,9,0,20,31,47,24,7,25
42,28,36,26,3,15,13,2,13,14,0,18,22,16,18,35
6,33,40,36,4,22,32,48,16,44,35,0,50,38,15,11
35,11,33,38,3,13,46,41,14,46,16,48,0,47,36,14
28,20,18,44,1,3,38,4,29,19,50,43,21,0,44,47
30,41,11,33,16,45,18,40,9,29,19,2,38,38,0,20
24,49,18,4,18,29,30,14,12,28,4,33,45,31,15,0
