0,4,26,38,28,22,43,19,28,19,22,26,43,15,29,30,23,29
4,0,1,9,15,41,40,39,16,34,29,3,37,46,43,7,37,37
26,1,0,50,11,49,41,39,35,28,9,43,1,50,13,14,39,19
38,9,50,0,31,10,11,6,23,29,37,22,35,13,39,45,44,18
28,15,11,31,0,7,45,15,45,10,15,41,38,40,16,13,47,50
22,41,49,10,7,0,28,22,16,19,19,32,12,41,9,46,47,15
43,40,41,11,45,28,0,22,25,21,24,50,29,45,18,44,29,26
19,39,39,6,15,22,22,0,20,13,12,46,3,35,22,48,36,38
28,16,35,23,45,16,25,20,0,32,25,23,43,23,46,11,29,27
19,34,28,29,10,19,21,13,32,0,24,32,47,27,19,11,2,32
22,29,9,37,15,19,24,12,25,24,0,50,36,43,43,14,49,12
26,3,43,22,41,32,50,46,23,32,50,0,5,4,9,27,17,10
43,37,1,35,38,12,29,3,43,47,36,5,0,24,4,45,13,47
15,46,50,13,40,41,45,35,23,27,43,4,24,0,40,40,8,28
29,43,13,39,16,9,18,22,46,19,43,9,4,40,0,31,40,50
30,7,14,45,13,46,44,48,11,11,14,27,45,40,31,0,20,20
23,37,39,44,47,47,29,36,29,2,49,17,13,8,40,20,0,5
29,37,19,18,50,15,26,38,27,32,12,10,47,28,50,20,5,0
