0,22,5,35,27,48,10,17,5,1,50,19,28,18,21,27,22,36
22,0,2,4,23,35,21,30,29,20,27,35,40,45,10,14,44,24
5,2,0,43,18,43,26,44,47,40,38,27,25,2,27,27,25,33
35,4,43,0,48,15,28,11,11,30,30,28,15,9,25,34,22,35
27,23,18,48,0,14,24,39,19,49,2,7,7,37,34,2,27,39
48,35,43,15,14,0,19,14,8,3,50,48,41,46,28,20,37,40
10,21,26,28,24,19,0,7,17,2,43,44,34,40,11,19,34,35
17,30,44,11,39,14,7,0,40,39,13,10,25,50,49,34,8,37
5,29,47,11,19,8,17,40,0,21,15,11,19,38,12,15,17,47
1,20,40,30,49,3,2,39,21,0,9,14,5,18,41,42,31,12
50,27,38,30,2,50,43,13,15,9,0,9,37,26,1,36,8,29
19,35,27,28,7,48,44,10,11,14,9,0,19,33,14,2,48,50
28,40,25,15,7,41,34,25,19,5,37,19,0,1,34,36,29,15
18,45,2,9,37,46,40,50,38,18,26,33,1,0,12,47,48,21
21,10,27,25,34,28,11,49,12,41,1,14,34,12,0,20,31,2
27,14,27,34,2,20,19,34,15,42,36,2,36,47,20,0,33,5
22,44,25,22,27,37,34,8,17,31,8,48,29,48,31,33,0,29
36,24,33,35,39,40,35,37,47,12,29,50,15,21,2,5,29,0
