0,19,17,45,34,31,40,48,32,16,16,22,19,25,7,17,27,4,6
10,0,31,27,19,39,31,6,39,23,19,8,32,22,18,9,12,17,8
33,49,0,8,19,15,14,32,9,26,44,47,41,38,11,37,7,7,45
18,34,29,0,1,48,10,9,35,6,17,41,2,50,13,35,41,25,33
50,2,43,36,0,5,48,6,8,15,27,37,17,30,31,6,5,8,10
28,16,46,12,29,0,49,32,46,33,22,19,17,27,31,34,27,15,7
5,22,34,15,17,42,0,44,33,27,48,14,35,28,26,13,20,25,30
29,26,8,24,17,24,8,0,41,49,48,30,28,35,29,41,30,36,21
24,36,10,44,38,20,28,38,0,41,11,30,2,48,45,37,10,36,8
14,9,24,13,37,18,37,11,33,0,6,12,25,28,14,29,13,7,20
49,30,49,13,25,39,29,19,5,13,0,33,24,45,33,44,4,22,49
23,4,43,17,41,19,30,35,36,33,25,0,7,50,1,34,14,23,43
39,38,15,23,10,31,37,10,30,25,29,34,0,27,42,35,45,8,50
24,29,27,12,34,46,16,47,47,23,40,19,33,0,29,27,4,47,13
30,1,37,18,8,32,17,22,7,35,16,43,48,32,0,22,24,46,37
41,8,45,48,8,38,46,24,14,31,50,44,43,7,21,0,28,20,32
33,31,15,31,46,1,47,46,38,11,47,37,15,5,32,18,0,39,47
11,15,40,20,25,43,36,43,13,37,43,41,1,11,5,14,8,0,18
11,32,11,31,50,12,49,46,6,30,23,37,9,34,41,30,1,10,0
