0,19,48,28,16,12,12,30,11,19,33,4,45,4,17,6
8,0,23,32,41,15,23,23,28,47,6,22,32,35,2,47
7,36,0,5,30,36,22,6,45,21,12,43,1,35,1,14
26,22,7,0,45,38,38,45,31,33,19,37,37,1,20,45
9,42,20,27,0,8,31,41,33,11,30,10,49,6,8,16
30,24,49,13,15,0,45,20,41,49,17,4,36,23,23,19
37,42,11,14,45,45,0,47,42,44,1,30,50,3,2,23
47,29,4,7,39,10,13,0,42,47,27,3,32,28,42,36
27,39,46,8,23,29,48,14,0,38,9,43,49,12,37,40
16,29,26,1,43,36,31,44,50,0,28,9,21,45,7,20
18,46,7,49,43,10,34,31,6,50,0,8,46,39,15,43
14,20,24,23,9,9,10,42,15,35,35,0,7,1,5,50
50,6,36,25,37,19,7,5,10,48,15,4,0,24,27,30
8,28,46,49,46,10,32,43,37,46,9,36,30,0,5,19
50,27,6,24,16,4,40,2,17,2,26,4,30,3,0,22
20,7,36,4,36,44,48,18,1,13,27,6,30,9,18,0
