0,13,19,15,11,34,47,8,47,14,27,18,17,6
24,0,34,31,28,42,8,9,7,29,21,33,2,12
3,30,0,47,23,9,39,19,11,10,15,15,43,18
47,24,32,0,22,2,6,42,24,1,43,6,40,49
42,5,22,9,0,10,3,4,20,33,49,22,48,10
31,16,44,14,15,0,39,36,16,17,14,46,42,42
40,1,28,40,46,28,0,33,37,48,2,39,36,39
3,39,13,49,42,14,18,0,38,26,13,30,29,34
45,24,44,3,5,9,42,34,0,45,39,23,37,46
43,46,8,4,5,29,31,1,18,0,5,33,26,3
27,41,37,22,1,37,31,32,1,36,0,14,27,11
37,12,3,42,21,5,41,43,34,17,9,0,43,49
24,7,31,1,32,30,2,18,6,19,12,30,0,22
29,41,11,21,34,37,28,38,23,3,49,1,34,0
