0,7,45,36,47,2,37,47,26,30,3,43,26,10
7,0,33,34,50,40,9,30,37,8,2,50,1,9
45,33,0,34,5,40,18,12,3,5,16,17,20,5
36,34,34,0,19,17,19,19,10,2,8,11,25,3
47,50,5,19,0,44,5,26,49,18,18,45,18,38
2,40,40,17,44,0,22,40,33,11,22,22,26,24
37,9,18,19,5,22,0,33,45,35,28,48,41,18
47,30,12,19,26,40,33,0,36,40,42,36,2,31
26,37,3,10,49,33,45,36,0,10,45,31,29,24
30,8,5,2,18,11,35,40,10,0,14,11,35,45
3,2,16,8,18,22,28,42,45,14,0,18,14,29
43,50,17,11,45,22,48,36,31,11,18,0,27,33
26,1,20,25,18,26,41,2,29,35,14,27,0,45
10,9,5,3,38,24,18,31,24,45,29,33,45,0
