0,23,36,22,37,20,15,34,13,3,21,39,18,16,14,26,5,37,15
23,0,50,25,31,23,42,30,20,22,10,49,39,35,5,1,1,37,22
36,50,0,46,24,26,4,29,24,50,35,2,31,42,19,35,41,21,40
22,25,46,0,47,9,30,20,11,3,47,5,27,6,50,41,32,11,36
37,31,24,47,0,49,19,16,25,49,20,2,12,21,10,9,5,12,48
20,23,26,9,49,0,24,5,42,21,8,28,9,33,38,48,5,39,11
15,42,4,30,19,24,0,47,50,1,13,24,42,31,30,20,9,22,9
34,30,29,20,16,5,47,0,6,2,13,50,21,30,43,25,4,15,7
13,20,24,11,25,42,50,6,0,42,8,10,29,41,22,10,30,25,20
3,22,50,3,49,21,1,2,42,0,48,38,46,40,3,23,39,11,4
21,10,35,47,20,8,13,13,8,48,0,15,10,41,31,16,17,19,36
39,49,2,5,2,28,24,50,10,38,15,0,10,33,41,47,14,46,18
18,39,31,27,12,9,42,21,29,46,10,10,0,7,41,20,40,23,37
16,35,42,6,21,33,31,30,41,40,41,33,7,0,14,45,28,39,26
14,5,19,50,10,38,30,43,22,3,31,41,41,14,0,49,42,15,7
26,1,35,41,9,48,20,25,10,23,16,47,20,45,49,0,40,36,18
5,1,41,32,5,5,9,4,30,39,17,14,40,28,42,40,0,45,22
37,37,21,11,12,39,22,15,25,11,19,46,23,39,15,36,45,0,45
15,22,40,36,48,11,9,7,20,4,36,18,37,26,7,18,22,45,0
